identifier;max volume(M.m3/year);source volume(M.m3/year);real volume(M.m3/year)
Plant #OA200532Y;120.943;75.874;75.1671657
Unit #RZ000946L;6.121;5.522;5.4764987199999995
Unit #AN001381N;5.408;5.128;5.08446328
Unit #DK000518X;6.581;5.821;5.76616618
Unit #ZO001404T;7.078;6.327;6.2711325900000014
Module #AU100102S;65.286;62.772;62.11035448
Module #SF100068C;79.304;71.045;70.39549061
Unit #IF000813W;2.899;2.465;2.4443926
Unit #XZ001024G;2.22;2.214;2.19354264
Plant #BF200128C;913.235;903.176;887.63836072
Module #RB101184T;102.851;97.093;95.74141934
Module #UR101047C;85.394;79.059;78.34612011
Unit #XI000261A;6.792;6.083;6.031416160000001
Unit #NP001619T;3.325;2.924;2.8962804799999997
Plant #IU200008Y;944.787;828.561;816.19606635
Unit #RB000141I;1.25;1.076;1.06461592
Unit #KV000911G;6.231;6.08;6.0195039999999995
Unit #CI000468M;4.75;4.489;4.44720741
Unit #UC000100W;4.472;4.011;3.97714716
Module #CF100792K;94.063;92.292;91.40660718
Plant #PY300153X;1130.108;248.886;244.70560225999995
Plant #UP300019B;5506.383;5400.35;5210.619483089999
Module #LR101216N;95.962;93.905;92.39031234999999
Unit #CY001179T;7.712;7.525;7.456371999999999
Unit #AX000023Z;4.841;4.12;4.0834968
Module #ZG101092G;98.814;96.312;95.41494936
Module #YQ100044Q;77.465;71.019;70.35620786999998
Unit #TQ001534Z;9.459;8.647;8.57254933
Unit #HS000221T;7.866;7.223;7.1647826199999995
Module #AU101042Q;25.049;24.09;23.87659886
Unit #UB000577Z;2.982;2.703;2.6752401899999994
Unit #MO000948B;6.933;6.361;6.307185939999999
Unit #TE000270B;4.183;3.766;3.73526944
Module #FO100206A;74.536;70.081;69.40492478
Plant #LS200586I;116.375;80.055;79.28838436
Module #DV100586H;98.182;91.48;90.58890361999998
Module #UA100053W;95.603;93.961;93.04080508000001
Unit #LW001165S;1.767;1.51;1.4934655
Unit #YJ000671T;6.263;6.043;5.98510806
Unit #AL000019U;1.22;0.626;0.61963358
Module #YI100465T;85.185;83.147;82.33085734000001
Module #MS100696P;65.648;56.921;56.39595141
Module #AH100296E;54.96;54.785;54.319149059999994
Unit #VJ000919U;7.105;7.026;6.9592529999999995
Module #FU101165P;34.111;32.236;31.931692159999997
Plant #FV200373X;135.367;128.006;126.19599516
Unit #HF000522S;6.139;5.78;5.7165356
Unit #ZL000314D;3.592;3.067;3.0414212199999997
Unit #DI001174O;6.273;5.53;5.4803958999999995
Module #PO100615F;72.578;72.292;71.62702662
Unit #NK000957Y;5.46;4.88;4.836958399999999
Unit #UI001612C;7.583;7.566;7.48928076
Unit #EL000439V;5.53;5.051;4.99614614
Module #ZJ100513V;93.78;80.942;80.07533353999999
Module #JL100669S;102.858;96.437;95.17259378
Module #RQ100029Q;22.948;21.422;21.22556026
Module #KK100358U;44.724;41.309;40.90531392
Unit #RM001178Y;2.469;2.26;2.2386656
Plant #QG200496U;362.628;359.181;354.46156388
Unit #LV001311M;5.269;5.077;5.03409935
Unit #PV001628H;7.891;7.831;7.750184080000001
Unit #XQ001082S;1.378;1.366;1.35365136
Unit #DG001124L;7.836;7.136;7.059145280000001
Unit #UN001388E;2.1;2.064;2.04236928
Unit #PM000145H;3.247;2.944;2.91464832
Module #FQ100293Q;80.097;73.85;72.694986
Unit #JZ000394T;5.735;5.302;5.25873568
Plant #CY200471U;243.099;225.819;222.87309636999998
Unit #QO000668N;4.422;3.997;3.9569100900000005
Unit #AC001001Q;4.743;4.125;4.09063875
Module #PF100525P;79.536;72.918;72.21017
Module #YW100375V;88.089;81.329;80.53750396
Unit #TX001643O;1.103;0.97;0.9610759999999999
Module #ZJ101079E;94.704;81.051;80.33060071999999
Module #BI100257Q;53.568;53.026;52.5005928
Module #NS100898L;58.194;51.866;51.368058899999994
Module #KY100540Q;78.004;67.89;66.8967693
Unit #MO001586P;3.451;3.051;3.0228392699999995
Unit #XK000601L;3.4;2.974;2.94333806
Unit #CN000366N;7.124;6.784;6.71127552
Unit #TX000246X;2.126;1.976;1.9543628
Module #TY100083C;102.451;91.344;90.45401467
Unit #IG000014Z;2.772;2.67;2.6417513999999995
Module #RT100138J;38.557;32.978;32.6185398
Unit #BH000017K;3.014;2.782;2.7523717
Unit #KX000669B;8.354;7.181;7.10789742
Unit #OD001479K;2.811;2.81;2.7865084
Unit #XZ000083K;6.429;5.667;5.61458025
Module #TF100406X;103.278;101.2;100.2028998
Module #WD100382T;93.812;91.018;89.81474204
Unit #VA000698H;5.625;5.461;5.403058789999999
Unit #MG001365B;7.826;6.664;6.602957760000002
Unit #HK001492A;6.154;5.472;5.4205084800000005
Module #FL100730S;66.147;61.773;61.256747430000004
Module #WM100843U;27.878;26.922;26.688586259999997
Unit #JD001596J;4.142;3.601;3.5698153399999994
Module #BE100805X;101.955;94.028;93.15420445000001
Unit #PL001456G;1.12;0.656;0.64943344
Unit #GS000150S;2.405;2.123;2.1006023499999995
Module #LS100100H;75.774;68.232;67.54137134000001
Module #FI100036P;50.235;48.46;47.98650188
Unit #LM001295H;4.772;4.65;4.6070805
Unit #NS001524F;9.249;8.979;8.88346344
Plant #XD200491Q;776.964;774.234;761.23500382
Module #XS100037W;51.838;48.956;48.46445569
Unit #JL000277G;2.102;1.844;1.82718272
Unit #MB000823D;1.636;1.521;1.5053184899999998
Plant #ZV200202W;942.696;925.163;910.1542681899999
Unit #RW001267W;9.36;8.44;8.354756
Module #RC101026S;93.94;91.097;90.17660310000001
Module #SI100386O;35.09;30.358;30.060276399999996
Module #RA101206R;41.747;39.268;38.87414196
Plant #JJ200707O;227.111;199.793;197.35594417000001
Module #AH100183Z;11.473;6.978;6.9050799
Unit #LH000012P;9.908;9.671;9.574580130000001
Unit #XS000484P;7.343;6.685;6.62249525
Unit #HC000637U;4.051;3.834;3.7970019
Module #GM100211I;71.602;69.843;69.15774780000001
Unit #QG000243H;5.06;4.632;4.5832713599999995
Unit #LV001122V;1.114;0.659;0.6525154400000001
Unit #GU000714M;6.474;5.76;5.709715200000001
Module #DK101215T;98.668;98.043;97.05925826000001
Unit #FQ000815S;6.053;5.904;5.85375696
Unit #JN001278H;1.948;1.829;1.8142582600000001
Unit #BT001200K;5.725;5.479;5.42514143
Module #QY100896W;87.926;87.436;86.59931994000002
Unit #NR000259C;6.673;5.932;5.8709004
Unit #TP001542K;9.83;9.26;9.1654554
Unit #HN001103E;4.661;4.588;4.54423048
Unit #CN001049O;5.556;5.259;5.20288647
Unit #SZ001076P;2.997;2.953;2.9269545399999997
Unit #JW000551A;1.488;1.327;1.31406175
Unit #EV000072I;10.238;10.046;9.93609676
Unit #HA001368B;7.493;6.953;6.87693418
Plant #UI200639L;333.236;329.555;325.17013304
Unit #YY000853D;5.282;4.711;4.665680179999999
Unit #WA000257L;2.859;2.841;2.81705037
Unit #OV001025F;1.5;1.338;1.3237235400000003
Unit #TG001035C;10.806;10.243;10.14128701
Unit #JB000910G;8.913;7.736;7.65546824
Module #BW100111W;109.699;101.009;100.03220311
Unit #AX001626E;6.074;5.375;5.32517375
Unit #WN000171F;2.059;1.818;1.79820198
Unit #IV000561E;7.585;7.346;7.2699689
Unit #MY000721T;4.126;3.748;3.7071468
Module #YQ100385U;102.813;93.196;91.9518334
Unit #HD000772X;4.118;3.58;3.5503218000000007
Plant #NJ200089E;971.516;969.032;948.81268987
Unit #GX001160E;3.957;3.922;3.8868981
Unit #EF001284W;6.944;6.506;6.43469424
Plant #WG300188X;1196.855;630.719;620.4884244199999
Plant #ZK200457D;854.407;801.827;782.45314324
Unit #RD000454B;1.295;0.967;0.95661442
Unit #LH001396A;4.305;3.829;3.7910929000000007
Unit #BI001330N;2.749;2.619;2.59338618
Unit #SM000569J;6.597;5.85;5.7882240000000005
Unit #ON000624O;3.628;3.143;3.10852129
Module #EX100569C;22.969;22.347;22.115028979999995
Unit #BU000204U;2.721;2.377;2.35249313
Module #JV101087C;20.557;19.423;19.26256602
Unit #GU000478X;4.713;4.224;4.18150656
Unit #AA001003J;1.127;0.668;0.66201472
Unit #NI000410S;10.86;9.566;9.4818192
Unit #YA000038W;7.916;6.917;6.84734581
Module #LO100508B;34.558;29.82;29.5674246
Unit #AU000239R;6.352;5.876;5.8239974000000005
Module #QR100871G;52.877;47.638;47.143630110000004
Unit #RX000488D;8.396;7.209;7.1309986200000015
Unit #DC000537K;2.829;2.771;2.74473092
Unit #VP000744X;1.792;1.697;1.67882513
Unit #IF001630L;7.675;7.214;7.144962020000001
Unit #CU000411G;4.903;4.765;4.71301385
Unit #WI001009W;4.826;4.816;4.770248
Module #NM100253A;98.289;97.713;96.74141703999999
Module #EM100527H;107.604;102.777;101.4483555
Module #MH101108L;93.818;89.415;88.5666492
Plant #NH200312M;127.573;41.061;40.70396775
Module #PF100728A;59.024;55.151;54.65461989999999
Unit #CA000177K;6.558;5.834;5.776418420000001
Unit #SD001380M;7.392;6.524;6.4619567600000005
Unit #KW000116D;10.971;10.375;10.278201249999999
Unit #PO001268L;3.613;3.254;3.22237112
Module #HJ100261M;90.387;89.311;88.53509492999999
Unit #RY001616C;8.896;8.343;8.2629072
Unit #XF000609Y;4.839;4.822;4.77734828
Unit #LL000675T;7.106;6.429;6.364195680000001
Unit #TF001090Z;6.718;6.623;6.56392284
Plant #BX200129S;971.533;962.403;945.8575243500001
Unit #IX001610F;7.877;7.743;7.67037066
Unit #DS000689C;10.919;10.151;10.0657316
Plant #YK200425D;824.668;747.906;728.0216355899998
Unit #HY000574S;4.406;4.134;4.08922878
Module #FE100248G;54.686;47.539;47.14146855999999
Unit #LT000746Y;7.567;7.514;7.4434435400000005
Unit #ET001527E;4.183;3.934;3.89265366
Unit #VP000956T;7.241;7.178;7.11009612
Unit #XO001034W;9.807;8.743;8.65679402
Unit #DX001371Q;5.72;5.023;4.9774916199999995
Unit #ZO000194O;4.599;4.166;4.12396506
Plant #AP200542P;181.987;158.762;156.75827876000002
Unit #UZ001108M;5.18;4.971;4.93093374
Unit #GH001482A;6.952;6.932;6.858520799999999
Unit #ZR000559A;9.069;7.921;7.84844364
Plant #MC200188D;114.743;60.24;59.67861741
Plant #NR200631I;1094.743;1084.427;1055.63201425
Unit #ZM001526O;9.914;9.692;9.611362560000002
Unit #ET001528X;3.521;3.295;3.26689365
Unit #DN000508V;1.141;1.013;1.00406534
Module #WW101085X;17.349;15.958;15.80783522
Module #SM100854V;87.923;83.352;82.080882
Unit #SC001306A;3.007;2.664;2.64212856
Unit #OB000088T;5.069;4.807;4.76657313
Module #YO100523G;12.346;5.42;5.3666672
Module #CQ100659S;71.53;67.441;66.81780195
Module #RN101016Z;14.734;14.697;14.550323939999998
Unit #CE000589Q;6.941;5.963;5.9017003599999995
Unit #NL000474B;1.095;0.771;0.7642152000000001
Unit #BT000323M;5.64;5.217;5.16764718
Module #JF100979A;101.577;101.31;100.40096544
Module #BU100454Q;79.09;69.385;68.65134605
Unit #ZT000244J;6.057;5.243;5.19696646
Unit #GA000233V;6.287;5.773;5.71324945
Plant #ZA200550F;126.35;71.431;70.74837127999999
Plant #HR200268W;581.875;558.918;549.81386942
Unit #AP001101S;1.283;0.545;0.5395772499999999
Unit #FE000854U;2.303;2.25;2.228265
Plant #NX200338D;926.721;925.728;902.9312721599999
Unit #FH000399W;5.558;4.997;4.94233282
Module #OW101219S;104.322;92.03;91.2027234
Unit #TG001537Q;6.268;6.034;5.97040164
Module #XN100307O;91.393;85.449;84.28515435
Unit #SL001262S;7.861;7.792;7.71735264
Unit #SP000234C;1.252;0.996;0.985791
Plant #XT200294Z;1064.664;1022.145;1003.7230216900001
Module #VH100414Q;70.464;62.082;61.433617950000006
Unit #VM000587L;3.316;3.09;3.0623445
Plant #QP200056S;154.151;134.201;132.13027857
Module #XY100516R;40.826;39.41;38.9864006
Unit #OO001434F;6.304;5.362;5.3062352
Unit #UX001384N;7.021;6.669;6.611246459999999
Unit #LO000597I;7.317;6.662;6.607504840000001
Plant #IK200376C;239.929;206.832;204.40899012999998
Unit #IR000438A;10.299;10.292;10.184757359999999
Unit #XC000288T;7.798;6.787;6.716075849999999
Unit #XK000340Y;9.742;8.845;8.77132115
Unit #IX000777S;10.749;10.701;10.58575023
Unit #JW000062U;4.993;4.54;4.5008652
Unit #RZ000774M;7.113;6.275;6.2187132499999995
Unit #EB001452S;8.584;8.185;8.1085521
Unit #HB000223K;4.093;3.88;3.8396479999999995
Plant #JQ300255V;1293.575;741.079;728.1818845400002
Unit #PI001023Z;6.647;6.3;6.236559000000001
Unit #MM000500V;1.529;1.519;1.5028985999999998
Unit #MN000358O;6.332;5.746;5.686413979999999
Unit #BM000634G;1.352;1.199;1.1866742799999999
Unit #JS000770E;1.389;1.308;1.29473688
Unit #RQ000642F;4.947;4.356;4.30865028
Unit #PE001401Z;1.789;1.659;1.6435712999999998
Unit #DG000692O;7.245;6.265;6.209805350000001
Unit #BG001547M;2.273;1.963;1.94307555
Unit #GB001584X;9.419;8.26;8.1875598
Plant #HE200701N;627.786;571.45;562.6326580700002
Unit #YN001449R;6.858;6.214;6.15391062
Module #WQ100532D;92.263;89.012;88.244283
Unit #DL000212D;2.427;2.247;2.22563103
Unit #VD000112F;1.551;1.476;1.45989684
Unit #QW000237W;2.971;2.829;2.8028883299999996
Module #CI101060V;89.924;87.184;86.38864276999999
Unit #UR000878M;7.663;6.992;6.924317439999999
Module #NO100608U;90.359;83.566;82.38521242000002
Plant #QN200179P;294.344;279.071;275.2700098
Unit #AO000748X;4.151;3.534;3.4978825199999997
Unit #SJ000173X;4.148;3.72;3.6865944
Module #IQ100542P;36.946;33.827;33.53236683
Module #HF100880L;77.126;71.39;70.6713778
Plant #KX200150B;460.518;407.496;401.63893584999994
Module #BE100488Y;46.382;45.422;44.976150200000006
Unit #EU000602P;6.607;6.178;6.12585768
Module #VA100058H;99.952;92.211;91.13462413
Module #MG101021T;101.059;96.902;95.99800722
Unit #GT001579K;1.539;1.352;1.3382907200000003
Plant #HY300090F;1104.725;15.989;15.824952860000002
Unit #QQ000981Z;9.28;8.732;8.64756156
Plant #XJ300044L;1780.149;1763.335;1717.64965935
Unit #OS000375V;9.282;8.962;8.86843672
Unit #FX000057Y;1.15;0.502;0.49766773999999997
Unit #HN000465H;1.149;0.98;0.9694356000000001
Unit #VT001293P;6.828;6.586;6.53113862
Unit #HT001331T;4.214;3.956;3.9217410399999997
Unit #WG000818R;4.885;4.424;4.38144112
Unit #ZF000554P;7.814;7.753;7.683920769999999
Unit #RN000356G;2.769;2.419;2.3992367700000004
Unit #JE000418Z;7.737;7.405;7.334430350000001
Unit #XP001286V;2.583;2.347;2.32723826
Module #PR100825V;97.269;88.573;87.36600578000001
Unit #KT001223M;4.237;4.077;4.03472151
Unit #HT001241U;1.145;1.111;1.0990678600000001
Unit #DK000003O;7.453;6.986;6.92179866
Unit #KY001180Y;2.696;2.294;2.2729869600000003
Unit #JB000852I;6.352;6.084;6.02017884
Unit #JN000035Z;4.039;3.684;3.64730736
Unit #CQ001316A;9.448;8.431;8.33952365
Unit #PJ000420G;6.914;6.677;6.607625969999999
Unit #US001016D;7.421;6.78;6.7114542
Plant #VY300257V;1131.417;8.854;8.7672308
Module #XY100278L;100.873;99.266;97.95875483
Unit #EK000122Q;3.021;2.795;2.7655966
Unit #TP000893F;2.234;2.128;2.11046528
Unit #PP001538L;4.545;4.174;4.12862862
Unit #EI001218O;2.63;2.493;2.47208373
Unit #MP000841C;5.636;5.614;5.55320038
Unit #NJ000570N;4.687;4.468;4.425777400000001
Module #IB100548X;99.089;95.849;94.96526828
Unit #IY000025D;10.527;9.068;8.97178852
Unit #BQ000480M;3.136;2.666;2.6440054999999996
Unit #DJ000766C;10.49;9.641;9.55972637
Unit #AD001438T;7.22;6.19;6.1384992
Module #ZV101097Z;30.538;29.492;29.213595520000002
Module #ZK101205J;96.736;94.658;93.56433490000002
Module #IB100009Y;32.338;27.882;27.642640319999998
Unit #QX001245G;4.876;4.747;4.7075049600000005
Module #MF100397I;30.567;26.563;26.316495359999998
Unit #TN000108W;2.989;2.599;2.57670058
Unit #TQ000791K;6.516;5.745;5.68933095
Unit #OZ001285U;1.452;1.379;1.36701649
Module #OO100806J;104.325;98.505;97.54409462999999
Unit #JE000543D;1.338;1.167;1.1551316100000002
Module #EM100961T;80.789;74.841;74.07026133
Module #BW100568Z;62.01;58.729;58.17387276
Unit #SA000463P;4.621;4.507;4.46846515
Module #BH100011Q;90.878;86.192;84.99306928
Module #BX100958Z;46.467;45.359;44.92099299000001
Module #MT100042O;108.294;101.979;100.51764092999998
Module #GA100624N;61.951;58.485;57.89581321
Unit #LF001473U;9.052;8.559;8.485392599999999
Unit #UE001577L;1.784;1.637;1.62334742
Unit #DB000623K;7.451;6.431;6.363088640000001
Unit #QP000630G;6.241;5.513;5.468179309999999
Module #QS100065A;20.943;18.508;18.35105216
Module #GO100517F;104.773;104.64;103.15583724
Unit #VU000180F;1.987;1.723;1.70465005
Unit #TA000725Z;9.139;8.805;8.71527705
Module #FS100311V;56.505;54.397;53.88648007
Unit #YB001370V;7.652;7.271;7.2077423
Module #BI100355O;68.231;63.233;62.53960532999999
Plant #UO200060M;1037.118;1025.733;1000.1717336399998
Unit #UA000291P;3.943;3.72;3.6853296
Unit #RG000605W;7.598;6.731;6.66523813
Unit #ER000788M;5.491;4.889;4.836736589999999
Unit #JL000455Y;9.301;8.774;8.70152676
Unit #ZR000897V;3.402;3.031;3.0005990700000003
Module #TB100767Y;104.146;91.484;90.41959421
Unit #LJ001242N;7.535;7.52;7.441416
Unit #BG000367Z;7.178;6.781;6.706951480000001
Unit #LD000330S;3.711;3.56;3.5227624
Unit #DO001119V;5.4;4.953;4.910949029999999
Plant #CY200326O;117.497;61.904;61.32937955999999
Module #EF100853W;65.051;57.465;56.94594318
Unit #WR001374B;2.998;2.669;2.6410555700000002
Plant #OW200170R;1067.895;1063.662;1039.0216289
Unit #JA001300U;3.139;2.714;2.68759278
Module #HG100254N;95.748;91.939;91.00202825999999
Unit #YN000951I;6.606;5.95;5.885264
Unit #LC000199M;6.494;5.996;5.936099960000001
Unit #TB001002C;2.153;1.989;1.97237196
Module #UO101128O;78.814;69.227;68.32081857
Unit #KN001421B;8.093;7.049;6.991550650000001
Unit #NF000701E;7.796;7.037;6.965996670000001
Unit #TH000325P;6.145;5.602;5.5569039
Plant #NY300169X;1195.76;55.807;55.27503480000001
Unit #UF000860C;4.763;4.266;4.21945794
Unit #SG000539R;6.117;5.727;5.67230715
Unit #KO000978W;6.076;5.443;5.39428515
Unit #TB000287W;1.284;1.225;1.21261525
Unit #NG001430N;4.185;3.74;3.70073
Unit #FL000845S;1.146;1.11;1.1000322
Unit #QX001631O;10.454;9.241;9.14794313
Plant #UL200794Q;976.784;921.536;894.6946599499998
Unit #ZW001305C;6.525;6.089;6.0366954900000005
Plant #CV200329M;977.505;973.487;943.29240593
Unit #YA000020Z;3.705;3.216;3.1837113599999998
Unit #GM000614Z;10.015;9.689;9.601023880000001
Unit #DE000207F;7.926;7.839;7.75802313
Unit #EW000486T;10.141;9.801;9.70161786
Unit #NE001087Q;7.085;6.62;6.5546606
Unit #ER000285H;6.434;5.931;5.8791037500000005
Unit #JG000266T;2.277;2.013;1.99500378
Unit #JT000382C;4.361;4.055;4.0221950500000005
Unit #DY001158N;2.896;2.706;2.68280958
Unit #SC000995O;6.468;5.515;5.4624972
Unit #SK001546U;7.724;7.539;7.47816027
Unit #US000442Z;4.833;4.433;4.38680814
Unit #SG000050F;1.76;1.759;1.7426061199999998
Module #RK101072A;63.467;60.9;60.271304799999996
Plant #EN300050K;3151.574;2781.646;2711.4824802000003
Unit #YB000688K;1.317;0.983;0.9743889199999999
Unit #TV001244G;3.011;2.795;2.76523325
Module #LP101090M;103.858;93.626;92.28059438000001
Unit #PF001532R;1.971;1.968;1.94948112
Unit #YA000308T;1.432;1.396;1.3841200400000002
Unit #IU000298T;1.51;1.292;1.27879576
Module #LH100732T;12.532;6.64;6.579310400000001
Module #OR100218I;92.983;89.783;88.91407672000001
Unit #QA000052E;4.764;4.513;4.46728331
Unit #NG001325L;3.244;2.769;2.7436082699999997
Module #BV100654K;44.183;39.107;38.7393942
Plant #HF200424N;174.335;173.427;170.77852345
Unit #BC001441U;4.196;3.838;3.8024217399999998
Unit #II001355X;1.21;1.104;1.09261776
Unit #KY000833O;1.788;1.743;1.7265983699999998
Module #XX100204G;92.387;79.063;78.38859261
Unit #AE000968A;6.527;6.462;6.3911764799999995
Unit #EM000712W;5.709;5.315;5.2614247999999995
Unit #VC000449Q;7.501;6.856;6.79758688
Unit #TB001047H;5.858;5.058;5.015715119999999
Module #GK101220R;98.534;97.84;96.4105576
Unit #VN000081Z;1.187;0.636;0.62921388
Module #EP100646C;64.129;59.869;59.260007249999994
Unit #UB000105Z;1.82;1.796;1.7770342399999999
Unit #IU001069Y;3.488;3.059;3.0316219500000003
Unit #JQ001279W;2.985;2.648;2.6233206399999998
Unit #EV000530P;1.169;0.924;0.9164232000000001
Unit #ZU000631L;5.232;5.171;5.12694308
Unit #EJ001156M;1.252;0.912;0.90245136
Unit #RJ000700F;6.075;5.825;5.7661675
Module #FQ100417P;104.386;103.659;102.25442054999999
Module #HT100412H;99.151;97.558;96.19413916
Module #CJ100000T;89.382;78.102;77.37656419000001
Unit #UD001210L;9.785;9.443;9.35036417
Unit #AA000780E;1.29;1.13;1.1192989
Unit #BS000275I;1.358;1.345;1.3331505499999998
Unit #TR000222R;3.979;3.757;3.7258920399999997
Module #YQ100339J;105.836;103.029;101.78909615999999
Unit #SB000435Y;2.029;1.773;1.75553595
Unit #JG000952U;4.372;4.025;3.9846695
Unit #JY000511G;3.504;3.137;3.1093316599999996
Unit #BK000942J;8.525;7.666;7.59984242
Plant #TR200805S;936.848;934.962;911.1672170999999
Module #VR100867P;93.619;84.933;84.15071986
Unit #JW001142U;2.488;2.38;2.3580802
Module #VS100152P;14.142;13.177;13.042989910000003
Module #NC100240L;53.532;45.849;45.44428998
Unit #ZI000086P;7.285;6.91;6.852854300000001
Unit #NJ000603T;5.51;4.756;4.7070132000000005
Module #WE100556O;105.733;97.126;96.24879172
Unit #TM001350M;10.899;10.402;10.298812159999999
Unit #PP000877V;1.96;1.944;1.9230048000000002
Unit #VD000310B;2.168;1.899;1.8783958500000002
Unit #SF001572Y;6.593;5.972;5.92201436
Unit #SN001240J;7.646;7.613;7.5497359699999995
Unit #GK001397E;1.232;1.131;1.1207305200000002
Unit #CS000998W;5.749;5.415;5.35808835
Module #NX100992R;109.548;107.351;105.80887599
Unit #OA000960B;9.931;9.099;9.009192870000001
Module #RB101081T;74.254;69.991;69.28469084
Unit #VJ000936O;4.844;4.613;4.57083718
Unit #RL000816U;1.751;1.61;1.5967818999999999
Unit #NP000118D;1.108;1.005;0.9944475
Unit #WA001161E;10.706;10.376;10.26622192
Unit #OV001414H;8.337;8.034;7.95462408
Unit #JX000178N;9.47;9.251;9.15284689
Unit #MY000159L;1.339;1.284;1.2717763199999998
Module #FS100703N;97.11;84.92;84.01626041
Module #YC100773E;92.407;84.004;83.18777244
Unit #EA000381S;9.034;7.784;7.717991680000001
Unit #LH000846V;3.233;2.889;2.86337457
Module #AJ100789A;40.642;37.356;36.997795769999996
Unit #SA000174Y;5.507;5.293;5.2429282200000005
Unit #IA001227H;3.383;3.102;3.07054572
Unit #VN001611T;7.12;7.031;6.96504922
Unit #NU000502W;2.502;2.424;2.39799048
Module #QL100894D;87.491;77.932;77.23233427999999
Unit #AD000808V;5.272;4.813;4.761019600000001
Unit #AQ001155Y;6.035;5.703;5.64431613
Unit #QE001497K;6.3;5.866;5.81332332
Module #XC100313V;103.836;89.2;88.46204334000001
Unit #EY000360X;6.488;5.612;5.55638508
Unit #CO000446Y;2.223;2.103;2.0802876
Unit #YD001150Z;1.542;1.455;1.4417158499999998
Unit #TF000473A;4.881;4.843;4.79587761
Module #SG100317C;99.059;96.321;94.80394424999999
Module #CC100158T;63.575;62.339;61.73611833000001
Unit #YD000026G;6.113;5.461;5.414308449999999
Plant #LB200309R;149.994;134.62;132.82065869
Unit #RI000290F;4.149;3.527;3.4947984899999995
Module #WN100526V;13.245;12.635;12.529371400000002
Module #HS101213G;100.4;87.527;86.17295731000002
Unit #MS000584U;5.971;5.155;5.102161249999999
Unit #LM000729X;6.291;5.844;5.78129388
Unit #NA000255D;7.945;7.199;7.1356488
Unit #ZA000615K;7.948;7.168;7.10090752
Plant #EM200494H;1039.424;1036.831;1009.30313695
Module #SA100913S;48.623;47.818;47.40102704
Module #YT100013O;84.837;84.071;82.76117382
Unit #BJ000517S;3.401;3.275;3.2463765
Unit #DF000359H;6.0;5.355;5.3098038
Unit #MA000573I;5.356;4.749;4.70587908
Unit #AW000440E;5.462;4.882;4.8392825
Module #FJ100912Q;70.373;67.664;66.90054359
Module #QO101014R;28.797;26.995;26.77661045
Unit #ZW000760D;7.876;7.65;7.5871935
Unit #GA001068Z;7.47;6.938;6.870840159999999
Module #DU100095V;38.312;34.75;34.447675000000004
Unit #XA001510J;4.478;4.132;4.09431616
Module #YW100952Q;58.978;57.93;57.4300641
Unit #KI001125Y;8.209;8.085;8.019188100000001
Module #BX100921D;85.976;74.954;74.23413218
Unit #QR001126T;7.191;6.274;6.20887588
Module #IC101036I;86.106;78.823;77.97014420000001
Unit #UD000737R;5.176;4.632;4.5907752
Unit #RA000940G;6.563;5.913;5.85629433
Module #MT100069L;66.227;60.811;60.16904471
Module #QJ100761F;65.008;63.487;62.88063293
Module #LE100582Y;90.184;84.138;83.30546525999999
Plant #JX300074X;1195.669;1190.078;1155.37312916
Unit #SU000350C;6.08;5.617;5.555437679999999
Module #FX100681P;107.562;96.613;95.69104589999999
Unit #JC001096J;2.914;2.873;2.84763141
Module #BD100539F;91.058;83.927;82.93042354
Unit #ON001535T;4.919;4.478;4.43429472
Unit #EI001344E;7.713;6.815;6.75400575
Unit #DU001457B;4.076;3.596;3.5667285600000005
Unit #KA000274W;2.19;2.152;2.1310825600000003
Unit #KG001423U;5.943;5.241;5.1843972
Module #NR100682J;78.521;72.666;71.93912215000002
Unit #LN000802B;2.565;2.206;2.18530772
Unit #ZO000705Q;7.176;6.868;6.809622
Unit #BJ000104R;2.389;2.189;2.17120343
Unit #KF000881E;9.193;8.471;8.38315573
Unit #GI000696H;3.44;3.169;3.13832408
Unit #PA001499L;4.339;4.249;4.20723233
Unit #SL001186O;6.539;5.967;5.917533570000001
Unit #HC000550M;10.224;9.716;9.62583552
Unit #LO000385I;1.822;1.574;1.5584803600000001
Module #IA100662B;96.047;86.663;85.84930340999999
Unit #MW000921P;9.86;9.507;9.413451120000001
Unit #FK000831O;5.778;5.513;5.45351473
Unit #EO001287E;1.28;1.176;1.16346384
Unit #XP001018B;7.489;6.556;6.50328976
Unit #VD000461I;1.139;1.045;1.03591895
Module #AR101228A;58.564;50.013;49.567884299999996
Module #IX100981Z;90.046;82.378;81.3774919
Unit #YC001102E;4.611;4.546;4.50054
Module #SQ100591W;37.43;34.493;34.12708822
Module #HA100675B;13.26;12.217;12.115232390000001
Unit #AD000775J;1.587;1.469;1.45554396
Unit #QA000620S;1.164;0.594;0.5879233800000001
Unit #DE000886Y;9.1;7.898;7.82881352
Module #IP101200Z;76.115;74.507;73.82291209
Unit #OZ000931L;7.804;7.488;7.412146559999999
Unit #HI000001L;3.279;2.849;2.82039604
Unit #NO000000B;9.634;9.07;8.975490599999999
Unit #VZ001083D;8.779;7.544;7.48319536
Module #OA100743V;108.714;99.787;98.86004130999999
Unit #MI000009Q;8.566;8.29;8.2132346
Module #QM101102F;63.26;61.043;60.425410219999996
Unit #VN000319B;8.375;8.071;7.98480172
Unit #NW001187C;5.922;5.477;5.43082889
